B::MMU.List.PageTable_0xfffff80000000000--0xfffff80400000000
__________________address________________|_physical________________________________|sec|_d_|_size____|_permissions____________________|_glb|_shr|_pageflags_(remapped)___________|
     C:FFFFF8010B893000--FFFFF8010B893FFF|     I:00000000FE124000--00000000FE124FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B894000--FFFFF8010B894FFF|     I:00000000FE123000--00000000FE123FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B895000--FFFFF8010B895FFF|     I:00000000FE122000--00000000FE122FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B896000--FFFFF8010B896FFF|     I:00000000FE121000--00000000FE121FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B897000--FFFFF8010B897FFF|     I:00000000FE120000--00000000FE120FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B898000--FFFFF8010B898FFF|     I:00000000FE11F000--00000000FE11FFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B899000--FFFFF8010B899FFF|     I:00000000FE11E000--00000000FE11EFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B89A000--FFFFF8010B89AFFF|     I:00000000FE11D000--00000000FE11DFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B89B000--FFFFF8010B89BFFF|     I:00000000FE11C000--00000000FE11CFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B89C000--FFFFF8010B89CFFF|     I:00000000FE11B000--00000000FE11BFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B89D000--FFFFF8010B89DFFF|     I:00000000FE11A000--00000000FE11AFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B89E000--FFFFF8010B89EFFF|     I:00000000FE119000--00000000FE119FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B89F000--FFFFF8010B89FFFF|     I:00000000FE118000--00000000FE118FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8A0000--FFFFF8010B8A0FFF|                                         |   |   |         |                                |    |    |                                |
     C:FFFFF8010B8A1000--FFFFF8010B8A1FFF|     I:00000000FE116000--00000000FE116FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8A2000--FFFFF8010B8A2FFF|     I:00000000FE115000--00000000FE115FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8A3000--FFFFF8010B8A3FFF|     I:00000000FE114000--00000000FE114FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8A4000--FFFFF8010B8A4FFF|     I:00000000FE113000--00000000FE113FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8A5000--FFFFF8010B8A5FFF|     I:00000000FE112000--00000000FE112FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8A6000--FFFFF8010B8A6FFF|     I:00000000FE111000--00000000FE111FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8A7000--FFFFF8010B8A7FFF|     I:00000000FE110000--00000000FE110FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8A8000--FFFFF8010B8A8FFF|     I:00000000FE10F000--00000000FE10FFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8A9000--FFFFF8010B8A9FFF|     I:00000000FE10E000--00000000FE10EFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8AA000--FFFFF8010B8AAFFF|     I:00000000FE10D000--00000000FE10DFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8AB000--FFFFF8010B8ABFFF|     I:00000000FE10C000--00000000FE10CFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8AC000--FFFFF8010B8ACFFF|     I:00000000FE10B000--00000000FE10BFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8AD000--FFFFF8010B8ADFFF|     I:00000000FE10A000--00000000FE10AFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8AE000--FFFFF8010B8AEFFF|     I:00000000FE109000--00000000FE109FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8AF000--FFFFF8010B8AFFFF|     I:00000000FE108000--00000000FE108FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8B0000--FFFFF8010B8B0FFF|     I:00000000FE107000--00000000FE107FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8B1000--FFFFF8010B8B1FFF|     I:00000000FE106000--00000000FE106FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8B2000--FFFFF8010B8B2FFF|     I:00000000FE105000--00000000FE105FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8B3000--FFFFF8010B8B3FFF|     I:00000000FE104000--00000000FE104FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8B4000--FFFFF8010B8B4FFF|     I:00000000FE103000--00000000FE103FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8B5000--FFFFF8010B8B5FFF|     I:00000000FE102000--00000000FE102FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8B6000--FFFFF8010B8B6FFF|     I:00000000FE101000--00000000FE101FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8B7000--FFFFF8010B8B7FFF|     I:00000000FE100000--00000000FE100FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8B8000--FFFFF8010B8B8FFF|     I:00000000FE0FF000--00000000FE0FFFFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8B9000--FFFFF8010B8B9FFF|     I:00000000FE0FE000--00000000FE0FEFFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8BA000--FFFFF8010B8BAFFF|     I:00000000FE0FD000--00000000FE0FDFFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8BB000--FFFFF8010B8BBFFF|     I:00000000FE0FC000--00000000FE0FCFFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8BC000--FFFFF8010B8BCFFF|     I:00000000FE0FB000--00000000FE0FBFFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8BD000--FFFFF8010B8BDFFF|     I:00000000FE0FA000--00000000FE0FAFFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8BE000--FFFFF8010B8BEFFF|     I:00000000FE0F9000--00000000FE0F9FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8BF000--FFFFF8010B8BFFFF|     I:00000000FE0F8000--00000000FE0F8FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8C0000--FFFFF8010B8C0FFF|     I:00000000FE0F7000--00000000FE0F7FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8C1000--FFFFF8010B8C1FFF|     I:00000000FE0F6000--00000000FE0F6FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8C2000--FFFFF8010B8C2FFF|     I:00000000FE0F5000--00000000FE0F5FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8C3000--FFFFF8010B8C3FFF|     I:00000000FE0F4000--00000000FE0F4FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8C4000--FFFFF8010B8C4FFF|     I:00000000FE0F3000--00000000FE0F3FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8C5000--FFFFF8010B8C5FFF|     I:00000000FE0F2000--00000000FE0F2FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8C6000--FFFFF8010B8C6FFF|     I:00000000FE0F1000--00000000FE0F1FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8C7000--FFFFF8010B8C7FFF|     I:00000000FE0F0000--00000000FE0F0FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8C8000--FFFFF8010B8C8FFF|     I:00000000FE0EF000--00000000FE0EFFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8C9000--FFFFF8010B8C9FFF|     I:00000000FE0EE000--00000000FE0EEFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8CA000--FFFFF8010B8CAFFF|     I:00000000FE0ED000--00000000FE0EDFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8CB000--FFFFF8010B8CBFFF|     I:00000000FE0EC000--00000000FE0ECFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8CC000--FFFFF8010B8CCFFF|     I:00000000FE0EB000--00000000FE0EBFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8CD000--FFFFF8010B8CDFFF|     I:00000000FE0EA000--00000000FE0EAFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8CE000--FFFFF8010B8CEFFF|     I:00000000FE0E9000--00000000FE0E9FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8CF000--FFFFF8010B8CFFFF|     I:00000000FE0E8000--00000000FE0E8FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8D0000--FFFFF8010B8D0FFF|     I:00000000FE0E7000--00000000FE0E7FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8D1000--FFFFF8010B8D1FFF|     I:00000000FE0E6000--00000000FE0E6FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8D2000--FFFFF8010B8D2FFF|     I:00000000FE0E5000--00000000FE0E5FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8D3000--FFFFF8010B8D3FFF|     I:00000000FE0E4000--00000000FE0E4FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8D4000--FFFFF8010B8D4FFF|     I:00000000FE0E3000--00000000FE0E3FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8D5000--FFFFF8010B8D5FFF|     I:00000000FE0E2000--00000000FE0E2FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8D6000--FFFFF8010B8D6FFF|     I:00000000FE0E1000--00000000FE0E1FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8D7000--FFFFF8010B8D7FFF|     I:00000000FE0E0000--00000000FE0E0FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8D8000--FFFFF8010B8D8FFF|     I:00000000FE0DF000--00000000FE0DFFFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8D9000--FFFFF8010B8D9FFF|     I:00000000FE0DE000--00000000FE0DEFFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8DA000--FFFFF8010B8DAFFF|     I:00000000FE0DD000--00000000FE0DDFFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8DB000--FFFFF8010B8DBFFF|     I:00000000FE0DC000--00000000FE0DCFFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8DC000--FFFFF8010B8DCFFF|     I:00000000FE0DB000--00000000FE0DBFFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8DD000--FFFFF8010B8DDFFF|     I:00000000FE0DA000--00000000FE0DAFFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8DE000--FFFFF8010B8DEFFF|     I:00000000FE0D9000--00000000FE0D9FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8DF000--FFFFF8010B8DFFFF|     I:00000000FE0D8000--00000000FE0D8FFF| ns|   | 00001000| P:readwrite U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8E0000--FFFFF8010B8E0FFF|     I:00000000FE0D7000--00000000FE0D7FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8E1000--FFFFF8010B8E1FFF|     I:00000000FE0D6000--00000000FE0D6FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8E2000--FFFFF8010B8E2FFF|     I:00000000FE0D5000--00000000FE0D5FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8E3000--FFFFF8010B8E3FFF|     I:00000000FE0D4000--00000000FE0D4FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8E4000--FFFFF8010B8E4FFF|     I:00000000FE0D3000--00000000FE0D3FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8E5000--FFFFF8010B8E5FFF|     I:00000000FE0D2000--00000000FE0D2FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8E6000--FFFFF8010B8E6FFF|     I:00000000FE0D1000--00000000FE0D1FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8E7000--FFFFF8010B8E7FFF|     I:00000000FE0D0000--00000000FE0D0FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8E8000--FFFFF8010B8E8FFF|     I:00000000FE0CF000--00000000FE0CFFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8E9000--FFFFF8010B8E9FFF|     I:00000000FE0CE000--00000000FE0CEFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8EA000--FFFFF8010B8EAFFF|     I:00000000FE0CD000--00000000FE0CDFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8EB000--FFFFF8010B8EBFFF|     I:00000000FE0CC000--00000000FE0CCFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8EC000--FFFFF8010B8ECFFF|     I:00000000FE0CB000--00000000FE0CBFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8ED000--FFFFF8010B8EDFFF|     I:00000000FE0CA000--00000000FE0CAFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8EE000--FFFFF8010B8EEFFF|     I:00000000FE0C9000--00000000FE0C9FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8EF000--FFFFF8010B8EFFFF|     I:00000000FE0C8000--00000000FE0C8FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8F0000--FFFFF8010B8F0FFF|     I:00000000FE0C7000--00000000FE0C7FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8F1000--FFFFF8010B8F1FFF|     I:00000000FE0C6000--00000000FE0C6FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8F2000--FFFFF8010B8F2FFF|     I:00000000FE0C5000--00000000FE0C5FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8F3000--FFFFF8010B8F3FFF|     I:00000000FE0C4000--00000000FE0C4FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8F4000--FFFFF8010B8F4FFF|     I:00000000FE0C3000--00000000FE0C3FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8F5000--FFFFF8010B8F5FFF|     I:00000000FE0C2000--00000000FE0C2FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8F6000--FFFFF8010B8F6FFF|     I:00000000FE0C1000--00000000FE0C1FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8F7000--FFFFF8010B8F7FFF|     I:00000000FE0C0000--00000000FE0C0FFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8F8000--FFFFF8010B8F8FFF|     I:00000000FE0BF000--00000000FE0BFFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8F9000--FFFFF8010B8F9FFF|     I:00000000FE0BE000--00000000FE0BEFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8FA000--FFFFF8010B8FAFFF|     I:00000000FE0BD000--00000000FE0BDFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
     C:FFFFF8010B8FB000--FFFFF8010B8FBFFF|     I:00000000FE0BC000--00000000FE0BCFFF| ns|   | 00001000| P:readonly  U:noaccess  notexec| yes| inn| write-back/read-write-allocate |
